Time;U_t;V_t
3.0500000000000003;0.1490180970549628;4.578364090122634
3.055;0.17088224210307523;4.158495332481267
3.06;0.19051978645544165;3.688688968217504
3.065;0.2076959993417927;3.1750211927025
3.0700000000000003;0.22220786337726264;2.6240875622546076
3.075;0.233886462473097;2.0429185019025002
3.08;0.24259893420007686;1.4388897727353096
3.085;0.248249964092957;0.8196290514457132
3.09;0.2507828072037653;0.1929196722029074
3.095;0.25017981832420916;-0.43339682418267533
3.1;0.24646250414738993;-1.0515188766346752
3.105;0.23969107458945638;-1.6537817830271386
3.11;0.2299635243865829;-2.2327526664873147
3.115;0.21741424017580369;-2.7813219935997027
3.12;0.20221216619653876;-3.2927907420264786
3.125;0.18455854356052626;-3.76095201546352
3.13;0.16468425993786465;-4.180166189470838
3.1350000000000002;0.14284683992326322;-4.545428638662438
3.14;0.11932711814516454;-4.852429261065999
3.145;0.09442563589708619;-5.097603077585588
3.15;0.06845880899495846;-5.278171322717772
3.1550000000000002;0.041754914525793475;-5.3921725580665
3.16;0.014649948036240054;-5.4384834622126705
3.165;-0.012516597225370234;-5.416829087270615
3.17;-0.03940597569930965;-5.327782498658745
3.1750000000000003;-0.06568440651981494;-5.17275385147347
3.18;-0.09102721016586918;-4.953969085453413
3.185;-0.11512281288245732;-4.674438552469097
3.19;-0.1376765702392031;-4.33791600941238
3.1950000000000003;-0.15841436259830183;-3.948848532236544
3.2;-0.1770859184505543;-3.5123180233170266
3.205;-0.19346782666667178;-3.0339750560828094
3.21;-0.20736620054080732;-2.5199659235168417
3.215;-0.218618960819996;-1.9768538640636775
3.22;-0.22709771343788482;-1.4115354277244947
3.225;-0.23270919874805807;-0.8311530638471507
3.23;-0.23539629723539282;-0.243004996996537
3.235;-0.23513857825613776;0.3455462746394989
3.24;-0.23195239339037732;0.9271661501881678
3.245;-0.22589050671250285;1.4946390887258696
3.25;-0.21704127578866156;2.0409580136034395
3.255;-0.2055273916376855;2.5594106725208925
3.2600000000000002;-0.19150419811685931;3.043661911708511
3.265;-0.17515760937526068;3.4878309965864913
3.27;-0.15670165009292986;3.8865631016175524
3.275;-0.13637568506721223;4.2350927019844145
3.2800000000000002;-0.11444129649095497;4.5293018161888305
3.285;-0.0911789472924832;4.7657669679318895
3.29;-0.0668843900742574;4.9417998511010355
3.295;-0.04186491906422066;5.0554768136168615
3.3000000000000003;-0.01643548945671352;5.105659840970293
3.305;0.009085241823378266;5.092006980794587
3.31;0.03437890167162207;5.01497320392822
3.315;0.05913136712356894;4.875801100096056
3.3200000000000003;0.08303665964912914;4.676501879402707
3.325;0.10580072079297376;4.419826936995454
3.33;0.12714502311979492;4.109230232792199
3.335;0.1468099709978732;3.7488221286981798
3.34;0.16455805017308264;3.343315251947475
3.345;0.18017668886009702;2.897963091201169
3.35;0.1934807947282391;2.418492133495138
3.355;0.20431493834540929;1.9110284011581025
3.36;0.2125551573281389;1.3820193439790267
3.365;0.21811036023696037;0.8381520787339634
3.37;0.22092331526885467;0.2862690053280622
3.375;0.22097121190031713;-0.2667181393790947
3.38;0.21826579148441883;-0.8139147054522872
3.3850000000000002;0.2128530462633971;-1.3485289506373752
3.39;0.204812495200999;-1.863956203360639
3.395;0.19425604205410996;-2.3538603169717502
3.4;0.18132643706761783;-2.812251413000658
3.4050000000000002;0.16619536088473907;-3.233558964159395
3.41;0.1490611559082364;-3.612699311740641
3.415;0.13014623901079128;-3.9451368954359323
3.42;0.10969421807506505;-4.226938227466445
3.4250000000000003;0.08796676507663276;-4.4548182479342024
3.43;0.06524027611935448;-4.626178388162676
3.435;0.04180236081277;-4.73913585632239
3.44;0.017948208718953487;-4.79254390495009
3.4450000000000003;-0.006023121171685599;-4.786002822496886
3.45;-0.029812444609501054;-4.719861619056397
3.455;-0.05312417999623997;-4.595210297632187
3.46;-0.07567001460259072;-4.413862958804627
3.465;-0.09717246523065388;-4.178332040863076
3.47;-0.11736828665112856;-3.891793835755722
3.475;-0.13601168702188932;-3.5580459405765197
3.48;-0.15287731272945343;-3.1814572018729157
3.485;-0.16776296942647606;-2.7669108368078414
3.49;-0.1804920274273648;-2.319740968332672
3.495;-0.19091551775950605;-1.8456645674111583
3.5;-0.19891386025527608;-1.350708220005993
3.505;-0.20439822448175884;-0.8411318340429916
3.5100000000000002;-0.2073114978583689;-0.3233495049289774
3.515;-0.20762885621003396;0.19615104761885116
3.52;-0.2053579288946722;0.7108896430773737
3.525;-0.20053855895999637;1.2144743488317178
3.5300000000000002;-0.19324216313963977;1.7006807085155062
3.535;-0.1835707006957965;2.163528598503202
3.54;-0.17165526713940207;2.5973555740444274
3.545;-0.15765433103854204;2.9968860274113944
3.5500000000000003;-0.14175163749014597;3.357295195114569
3.555;-0.12415380568410925;3.674267266405759
3.56;-0.10508765281850646;3.94404688290755
3.565;-0.08479727790291955;4.163483409427388
3.5700000000000003;-0.06354094354039014;4.330067502897195
3.575;-0.041587794860246594;4.441959509969134
3.58;-0.019214457731819626;4.498009400980244
3.585;0.0032984411568683404;4.497768020491633
3.59;0.025669788509830305;4.441489556579579
3.595;0.04762148901319342;4.330125256228083
3.6;0.06888191685099948;4.165308379214773
3.605;0.08918927075606237;3.949330919136406
3.61;0.10829479159771649;3.685112046728539
3.615;0.125965804608619;3.376158958016214
3.62;0.14198854596665303;3.0265205372915687
3.625;0.15617074084112817;2.640734535909963
3.63;0.1683439050729028;2.2237687831531945
3.6350000000000002;0.17836533664808663;1.7809574218756732
3.64;0.1861197784520743;1.3179328217747144
3.645;0.19152073294974808;0.8405540428541588
3.65;0.19451141088020388;0.35483284774084356
3.6550000000000002;0.1950653058509134;-0.13314188505087776
3.66;0.1931863900463909;-0.6172803732068003
3.665;0.18890892891264663;-1.0915677946481064
3.67;0.18229691830330916;-1.5501389193803157
3.6750000000000003;0.1734431551783697;-1.987350486306196
3.68;0.16246795249190868;-2.3978505421839
3.685;0.14951751762789953;-2.7766438148199364
3.69;0.13476201519205863;-3.119152359454564
3.6950000000000003;0.11839334000809477;-3.4212707342086683
3.7;0.10062262933642932;-3.6794150418671916
3.705;0.08167754644937494;-3.890565254087908
3.71;0.061799370441972847;-4.052300322548235
3.715;0.04123992909785741;-4.162825672491959
3.72;0.02025841450078728;-4.2209927630303925
3.725;-0.0008818790915119563;-4.226310514736444
3.73;-0.021916854062429166;-4.1789484950043025
3.735;-0.04258490342245832;-4.079731857354
3.74;-0.06263015908437301;-3.930128135307256
3.745;-0.08180565414444807;-3.7322260917350394
3.75;-0.09987636006465588;-3.4887069177787247
3.755;-0.11662206131559213;-3.202808186973698
3.7600000000000002;-0.1318400341882711;-2.878281061427499
3.765;-0.14534749309216066;-2.5193412205697716
3.77;-0.156983780269402;-2.1306142985764973
3.775;-0.1666122685892067;-1.7170764138448131
3.7800000000000002;-0.1741219530485671;-1.283990552414667
3.785;-0.17942872438084848;-0.8368398087079446
3.79;-0.18247629492705017;-0.3812580440727109
3.795;-0.18323677556361467;0.0770409794761949
3.8000000000000003;-0.18171089673511354;0.5323351415945355
3.805;-0.17792787160651394;0.9789652936485218
3.81;-0.1719449053785685;1.4114054515077012
3.815;-0.16384635645147974;1.8243311867094087
3.8200000000000003;-0.15374256537297096;2.212684864560389
3.825;-0.14176836433937703;2.5717375636647812
3.83;-0.1280812871455381;2.8971465800162313
3.835;-0.11285950551377451;3.185007706990361
3.84;-0.0962995175073964;3.431902019976519
3.845;-0.0786136167895833;3.6349362212627696
3.85;-0.060027178040573365;3.7917764081679883
3.855;-0.040775789804623166;3.900674609713795
3.86;-0.021102274347382325;3.9604879785300113
3.865;-0.0012536296894288465;3.970690317588093
3.87;0.018522066321392878;3.931375886936646
3.875;0.037978751801202304;3.8432554613416694
3.88;0.056875437375617933;3.707644722387549
3.8850000000000002;0.0749791860908941;3.5264451673123767
3.89;0.09206797974217999;3.3021178009705796
3.895;0.10793343565979323;3.037649976023467
3.9;0.12238334353137764;2.7365158510890764
3.9050000000000002;0.13524398663374967;2.4026308951498945
3.91;0.14636222438852267;2.040301157213815
3.915;0.15560731023219151;1.6541678955816086
3.92;0.1628724149451279;1.2491481564884805
3.9250000000000003;0.1680758570096457;0.8303724045140916
3.93;0.17116200591830116;0.40311959614442916
3.935;0.17210185869313005;-0.02724925528720129
3.94;0.1708932827115444;-0.45535823414183685
3.9450000000000003;0.16756092236677136;-0.8758835701288714
3.95;0.16215577271822776;-1.2836197174084178
3.955;0.15475442627494748;-1.673543727523521
3.96;0.14545800428752773;-2.040877020761351
3.9650000000000003;0.13439078751747743;-2.3811437333521144
3.97;0.12169856542376123;-2.6902251963487434
3.975;0.10754672275929983;-2.9644096920991547
3.98;0.09211809190161876;-3.20043683862263
3.985;0.07561059696805976;-3.3955362236706867
3.99;0.058234720465051196;-3.5474597030241
3.995;0.04021082524147439;-3.6545071072529405
4.0;0.021766364466555027;-3.715544966275702
4.005;0.0031330161374140027;-3.730018103599791
4.01;-0.015456222045372217;-3.697953972807017
4.015;-0.03376994163278647;-3.6199597222977915
4.0200000000000005;-0.05158119950011615;-3.497212039681114
4.025;-0.06867032554607487;-3.3314399670409176
4.03;-0.08482762669674021;-3.1249008163918663
4.035;-0.09985595558149558;-2.8803497885414995
4.04;-0.11357310967856366;-2.601003407059962
4.045;-0.12581403656963053;-2.2904973260841395
4.05;-0.1364328124815627;-1.9528392159771912
4.055;-0.1453043747987884;-1.5923571718098424
4.0600000000000005;-0.15232598841043857;-1.2136443148977345
4.065;-0.15741842518867902;-0.8215004053106012
4.07;-0.16052684609521728;-0.42087114115207
4.075;-0.16162137569340052;-0.01678587309187962
4.08;-0.16069736384994307;0.38570544436817256
4.085;-0.15777532998895405;0.781595247392641
4.09;-0.1529005949337056;1.1659805451560432
4.095;-0.1461426072108211;1.534123585495226
4.1;-0.13759396887807868;1.881510106167704
4.105;-0.12736917790341343;2.203904607094149
4.11;-0.11560310589461566;2.4974018561122793
4.115;-0.10244922460925256;2.7584740866835826
4.12;-0.08807761235542326;2.984013257028301
4.125;-0.07267276024401685;3.171367905315496
4.13;-0.05643120934030424;3.318374146164391
4.135;-0.03955904837970557;3.423380452891368
4.14;-0.02226930313553524;3.485265952050404
4.1450000000000005;-0.004779251732062014;3.5034520126162247
4.15;0.012692301624389645;3.477907049466163
4.155;0.029927759556041197;3.409144464716294
4.16;0.04671343703198524;3.2982138141804263
4.165;0.06284220648630781;3.1466853557190078
4.17;0.07811604904501264;2.9566281556176137
4.175;0.09234848127910723;2.7305820848957505
4.18;0.1053668253208809;2.4715240284801325
4.1850000000000005;0.1170143060105202;2.182829056044043
4.19;0.1271519193992458;1.8682261218675462
4.195;0.13566009849014993;1.5317505930591728
4.2;0.14244010939015073;1.1776922209055452
4.205;0.14741519072018414;0.8105407201222956
4.21;0.1505314112601729;0.4349288942923738
4.215;0.15175824021065606;0.055574281252879276
4.22;0.151088823143194;-0.32277999679450664
4.225;0.14853996176319634;-0.695424451681746
4.23;0.14415179896015307;-1.057741745011195
4.235;0.13798721455205618;-1.405263809507697
4.24;0.13013094039712786;-1.7337268503007455
4.245;0.12068840720058312;-2.0391235565230517
4.25;0.10978433912772416;-2.317751868626807
4.255;0.0975611117137388;-2.566259810312486
4.26;0.0841769018158314;-2.781685583856482
4.265;0.06980364522293243;-2.961492788670034
4.2700000000000005;0.054624833509767684;-3.103600114842848
4.275;0.038833175472504505;-3.2064052495644106
4.28;0.02262815557145033;-3.2688027153649744
4.285;0.00621351831647507;-3.2901954004009775
4.29;-0.010205289272944226;-3.270499739919382
4.295;-0.026423684932613288;-3.2101444681225377
4.3;-0.04224049629529861;-3.110062991218054
4.305;-0.05746045201018915;-2.9716794922914334
4.3100000000000005;-0.07189658839693149;-2.7968890190018847
4.315;-0.0853725415679233;-2.58803175458431
4.32;-0.09772469765708143;-2.3478618795190025
4.325;-0.1088041745314003;-2.079511423620749
4.33;-0.11847861070029926;-1.7864495383815262
4.335;-0.12663374065007427;-1.4724377714485004
4.34;-0.13317473831436716;-1.141481915964494
4.345;-0.1380273113065789;-0.7977809927297529
4.3500000000000005;-0.14113853460133713;-0.4456740726433674
4.355;-0.14247741519716098;-0.08958560332218413
4.36;-0.14203518016669503;0.26603010494609336
4.365;-0.13982528764208169;0.6167445031074055
4.37;-0.13588315788763702;0.9582098798574716
4.375;-0.13026563618286818;1.286213147663289
4.38;-0.12305018746681771;1.5967277537136022
4.385;-0.11433384008619064;1.8859629978342263
4.39;-0.10423188906102633;2.1504102221977215
4.3950000000000005;-0.09287637848232287;2.3868852571436507
4.4;-0.08041438134177012;2.5925666514817065
4.405;-0.06700610033305116;2.765029205680181
4.41;-0.0528228130993934;2.9022724183189412
4.415;-0.03804468885362104;3.0027435096225092
4.42;-0.022858504043182334;3.0653547787301765
4.425;-0.007455285946014874;3.0894950889920048
4.43;0.00797208667266569;3.0750353377003403
4.4350000000000005;0.02323129447880729;3.0223278839559096
4.44;0.03813297200602255;2.932200229322567
4.445;0.05249305374147388;2.8059421242171214
4.45;0.06613504213066154;2.6452878630150733
4.455;0.0788921746448159;2.452392542059974
4.46;0.0906094570832593;2.2298033383500115
4.465;0.10114554263429897;1.9804260091461492
4.47;0.1103744318100839;1.7074871051108924
4.4750000000000005;0.11818697376601364;1.4144923368669353
4.48;0.12449215120911697;1.1051816486447574
4.485;0.12921813335668136;0.7834815785800398
4.49;0.13231308531937389;0.45345550454228845
4.495;0.13374572467085882;0.11925240754288999
4.5;0.13350561950135775;-0.21494520297036257
4.505;0.13160322535476146;-0.5449735499825836
4.51;0.1280696617339931;-0.8667393913290521
4.515;0.12295623207013832;-1.1762706684705695
4.5200000000000005;0.1163336947399916;-1.4697654884761886
4.525;0.10829129447587191;-1.7436387266363644
4.53;0.09893556806630764;-1.9945657246314912
4.535;0.08838893972725703;-2.219522545814812
4.54;0.07678812499857977;-2.4158223128343463
4.545;0.06428236355903257;-2.5811471778954624
4.55;0.05103150408607178;-2.7135755559607015
4.555;0.0372039651607915;-2.81160429650326
4.5600000000000005;0.022974598752181573;-2.8741655469154175
4.565;0.008522483016349253;-2.9006381116659505
4.57;-0.005971327690428508;-2.8908531996394706
4.575;-0.0203260675596991;-2.845094507750621
4.58;-0.034363509824270576;-2.7640926661616363
4.585;-0.047910176327965785;-2.6490141475986255
4.59;-0.06079947761814197;-2.5014447821542793
4.595;-0.07287375780704183;-2.3233681317676433
4.6000000000000005;-0.08398621893391735;-2.117139000644367
4.605;-0.09400270108932192;-1.8854524326265656
4.61;-0.10280329841013604;-1.6313086408423518
4.615;-0.11028379045935284;-1.3579742634529561
4.62;-0.11635686595302662;-1.068940393221492
4.625;-0.1209531398642267;-0.7678781888792147
4.63;-0.12402193673994896;-0.4585922944675619
4.635;-0.1255318380016276;-0.1449728314711966
4.64;-0.125470987645853;0.16905344567548164
4.6450000000000005;-0.12384715275043665;0.47957223576131014
4.65;-0.12068753911548681;0.7827304038068473
4.655;-0.11603836589128642;1.0747836889439935
4.66;-0.10996420396782329;1.352142963714014
4.665;-0.10254708989087269;1.6114181750437175
4.67;-0.09388542738619433;1.849459592937201
4.675;-0.08409268621015299;2.06339625280722
4.68;-0.07329592197346137;2.2506702026014818
4.6850000000000005;-0.06163413313132576;2.4090671859326416
4.69;-0.04925647471689411;2.536742551683531
4.695;-0.036320355753787774;2.6322426723930783
4.7;-0.022989440584138286;2.6945212719803426
4.705;-0.009431582072969584;2.722950651973595
4.71;0.0041832882355972816;2.7173276557316517
4.715;0.017685287033170967;2.6778742792372094
4.72;0.030906695061681172;2.605233034269414
4.7250000000000005;0.04368403748820466;2.5004570562032318
4.73;0.05586010161697247;2.3649951491139594
4.735;0.06728586749696147;2.200671970795792
4.74;0.07782232828646446;2.0096636236587013
4.745;0.08734217736060382;1.7944689758151293
4.75;0.09573134220847579;1.5578770828657176
4.755;0.10289034657636999;1.3029311430153385
4.76;0.10873548487415705;1.032889454676729
4.765;0.11319979481975145;0.7511838579723262
4.7700000000000005;0.1162338157673021;0.4613761824309094
4.775;0.11780612918116413;0.16711333988716104
4.78;0.1179036676291776;-0.1279185445663493
4.785;0.11653179673232458;-0.42004020094592737
4.79;0.11371416547810055;-0.7056250404312463
4.795;0.10949233034568358;-0.9811440968106079
4.8;0.1039251572571698;-1.2432095702023718
4.805;0.0970880113220864;-1.4886163901835938
4.8100000000000005;0.08907174407283006;-1.7143813375610595
4.815;0.0799814924588009;-1.9177792329331325
4.82;0.06993530510628079;-2.096375725934731
4.825;0.059062614039307876;-2.2480563265797504
4.83;0.04750257135596321;-2.371051337188648
4.835;0.0354022718474461;-2.463956348713328
4.84;0.022914885049604258;-2.525748114452371
4.845;0.010197719973835735;-2.555795597568506
4.8500000000000005;-0.0025897536853991873;-2.5538660801368867
4.855;-0.015287901684468686;-2.520126288636199
4.86;-0.027738915107716377;-2.4551385324717745
4.865;-0.03978876819406211;-2.359851933924058
4.87;-0.05128912062248421;-2.2355888767444227
4.875;-0.062099140248014224;-2.084026864904028
4.88;-0.0720872242177318;-1.907176038499639
4.885;-0.08113259747411741;-1.7073526440434217
4.89;-0.08912676933898517;-1.4871488091023608
4.8950000000000005;-0.09597483031325565;-1.24939901619728
4.9;-0.10159657384913695;-0.9971437071256567
4.905;-0.10592743007915374;-0.7335904827286359
4.91;-0.10891920052765171;-0.46207339475259324
4.915;-0.1105405856169052;-0.18601084237708948
4.92;-0.11077749978022072;0.0911374326756873
4.925;-0.10963316818466934;0.36591353931289555
4.93;-0.10712801159735977;0.6349045962287898
4.9350000000000005;-0.10329931422558869;0.8947850298331199
4.94;-0.09820068405943715;1.1423576154722035
4.945;-0.09190131222908374;1.3745927441077386
4.95;-0.08448504101989718;1.5886654098898352
4.955;-0.0760492543696318;1.7819895034032465
4.96;-0.06670360380588236;1.9522489619022074
4.965;-0.05656858770794602;2.0974254222844513
4.97;-0.04577400165600633;2.2158220408183182
4.9750000000000005;-0.0344572796332669;2.3060831975530016
4.98;-0.022761747694407402;2.367209864218587
4.985;-0.010834812003168456;2.3985704597891573
4.99;0.0011738959730657767;2.3999070800860394
4.995;0.013114393615802019;2.3713370422901017
5.0;0.02483821733834058;2.31334975156184
5.005;0.036200265923335445;2.226798938596977
5.01;0.047060594790471734;2.1128903776849444
5.015;0.05728613047039754;1.9731653532508755
5.0200000000000005;0.06675230277110766;1.8094799319522221
5.025;0.07534455723642122;1.6239804693041957
5.03;0.08295974847903935;1.4190753591858094
5.035;0.08950735543949857;1.1974041578024837
5.04;0.09491056387917443;0.9618034998130837
5.045;0.09910716174083892;0.7152709236464752
5.05;0.10205024697285679;0.4609267816264717
5.055;0.10370874490157769;0.2019748326619964
5.0600000000000005;0.1040677245166006;-0.058338052638261084
5.065;0.10312851282948114;-0.3167625407768503
5.07;0.10090860302314594;-0.5700873222543568
5.075;0.09744136797269015;-0.8151789536935881
5.08;0.09277557192390229;-1.0490205548042935
5.085;0.08697469359034538;-1.2687488958414803
5.09;0.08011607479129197;-1.4716892128864194
5.095;0.07228988484176659;-1.655388083497935
5.1000000000000005;0.06359794933640969;-1.8176426136914257
5.105;0.054152424453911815;-1.9565269128891356
5.11;0.04407435757731355;-2.0704149368928713
5.115;0.03349213460403087;-2.1579992937431816
5.12;0.022539848610897813;-2.2183060908075536
5.125;0.011355606692148409;-2.250705673955701
5.13;7.978971622797648e-05;-2.254918907441614
5.135;-0.01114670690168941;-2.2310190747766994
5.14;-0.0221842313600344;-2.179429387292032
5.1450000000000005;-0.03289610937080676;-2.1009161616214813
5.15;-0.043150333298223875;-1.9965777397970017
5.155;-0.05282118680849817;-1.8678293213178885
5.16;-0.06179078273251183;-1.716383915234884
5.165;-0.0699504962888257;-1.5442296585369195
5.17;-0.07720228053322484;-1.3536039015037769
5.175;-0.08345983508919586;-1.1469640511759611
5.18;-0.08864963241100934;-0.9269561059034919
5.1850000000000005;-0.09271177703332058;-0.6963808241415401
5.19;-0.09560069012184097;-0.4581581238156975
5.195;-0.0972856135313623;-0.21529016945508433
5.2;-0.0977509270051836;0.029176393916569204
5.205;-0.09699627524534374;0.2721885988045638
5.21;-0.09503650421200781;0.5107252193108697
5.215;-0.09190140844625781;0.7418342613683102
5.22;-0.08763529278776094;0.9626695025966556
5.2250000000000005;-0.08229635576310818;1.1705253415351689
5.23;-0.07595590295322516;1.362870001084092
5.235;-0.06869739968477748;1.5373762478293211
5.24;-0.06061537681337153;1.691949485018001
5.245;-0.05181420382218746;1.8247528197716922
5.25;-0.04240674435203102;1.9342287792206625
5.255;-0.03251291231249941;2.0191174826504144
5.26;-0.022258146273913336;2.078471005503167
5.265;-0.011771821919906065;2.1116637969184655
5.2700000000000005;-0.0011856227353293346;2.1183990369591976
5.275;0.00936811106660249;2.0987108684538067
5.28;0.019758034277518717;2.0529624946917293
5.285;0.029855428739201526;1.9818401935254855
5.29;0.03953579530610318;1.8863432841184173
5.295;0.04868038611627431;1.7677703435434833
5.3;0.05717765829646292;1.6277016548567935
5.305;0.06492463193198546;1.4679782675199022
5.3100000000000005;0.07182813472417396;1.2906778902424436
5.315;0.07780591857266424;1.0980879719543903
5.32;0.08278763659898511;0.8926762259128782
5.325;0.08671566572606433;0.6770591083047607
5.33;0.08954576768598513;0.4539685601959373
5.335;0.09124758121411349;0.22621743343792822
5.34;0.09180493794563639;-0.0033359022117095405
5.345;0.0912160002539244;-0.23182337249493365
5.3500000000000005;0.08949322072437377;-0.45640298593804307
5.355;0.0866631232049116;-0.6742941156713091
5.36;0.08276590901633513;-0.8828118829113203
5.365;0.07785489574660807;-1.0794001659713721
5.37;0.07199579385598422;-1.2616628835100856
5.375;0.06526583305650686;-1.427393127638865
5.38;0.057752748524617294;-1.5745998184602303
5.385;0.0495536409822146;-1.7015315473085286
5.39;0.04077372509927799;-1.8066973281703829
5.3950000000000005;0.03152498243250336;-1.888884012780098
5.4;0.021924736005812642;-1.9471701648297297
5.405;0.01209416475154819;-1.980936238907885
5.41;0.002156776530534844;-1.9898709513708526
5.415;-0.007763141057838886;-1.973973783838358
5.42;-0.017542072662612904;-1.9335536061718137
5.425;-0.027058810531068494;-1.869223434867893
5.43;-0.03619595460657394;-1.7818914653583995
5.4350000000000005;-0.044841357987051404;-1.6727484101128678
5.44;-0.05288950102575262;-1.543251423850786
5.445;-0.060242776002371004;-1.3951047420724492
5.45;-0.06681266794277263;-1.2302373543036016
5.455;-0.07252081971480906;-1.0507780230259363
5.46;-0.0772999561343835;-0.8590276976986115
5.465;-0.08109467881923185;-0.6574302681877412
5.47;-0.08386210179262216;-0.4485414012109847
5.4750000000000005;-0.08557232951440996;-0.23499620547649092
5.48;-0.08620877141143657;-0.01947603797596137
5.485;-0.08576828938735524;0.19532509968856226
5.49;-0.08426117685685554;0.40673418662994953
5.495;-0.08171097057172512;0.6121323892350723
5.5;-0.07815409863215228;0.8089874233945764
5.505;-0.073639367545576;0.9948848612516106
5.51;-0.06822730125886275;1.1675574031911098
5.515;-0.061989333426344426;1.324912734195554
5.5200000000000005;-0.055006868747199796;1.4650587024109156
5.525;-0.047370224469793;1.5863259884367087
5.53;-0.039177465578684276;1.6872879691962575
5.535;-0.03053314775366085;1.7667773387789107
5.54;-0.021546986565544175;1.8238995554493715
5.545;-0.01233246676777139;1.8580427277529705
5.55;-0.0030054120496137704;1.868884000462316
5.555;0.006317468666449111;1.85639228082125
5.5600000000000005;0.015520039368551466;1.8208273156140469
5.565;0.02448818104112105;1.7627351680874035
5.57;0.033111204757911246;1.6829401353653937
5.575;0.041283215374229645;1.5825332337251465
5.58;0.04890440938202048;1.4628574154862262
5.585;0.05588229136284059;1.3254897136529717
5.59;0.06213279374077035;1.1722205526623748
5.595;0.0675812865410707;1.0050304837671138
5.6000000000000005;0.0721634650459594;0.8260646602396772
5.605;0.07582610505020969;0.6376053824824383
5.61;0.07852767659530507;0.44204304705373854
5.615;0.08023880848388577;0.24184587245792366
5.62;0.08094260132705114;0.03952882536911345
5.625;0.08063478129876372;-0.16237794884288415
5.63;0.07932369765150551;-0.36136069995864634
5.635;0.07703016201849819;-0.5549533282437094
5.64;0.07378713369811311;-0.7407678936567337
5.6450000000000005;0.0696392546325047;-0.9165240223848208
5.65;0.06464224127481409;-1.0800768317851355
5.655;0.05886214089653936;-1.2294430527225013
5.66;0.052374462635815036;-1.3628250202985195
5.665;0.04526319445298819;-1.4786322382431498
5.67;0.03761971892083572;-1.5755002721222247
5.675;0.02954164180612081;-1.6523067432242082
5.68;0.021131547841768603;-1.708184229931836
5.6850000000000005;0.012495700867213232;-1.7425299371593996
5.69;0.003742703082579574;-1.7550120262817785
5.695;-0.0050178682279033646;-1.7455725403403364
5.7;-0.013676830409950784;-1.7144269042852656
5.705;-0.02212675393857679;-1.6620600209058205
5.71;-0.030263293096413006;-1.5892190269069222
5.715;-0.037986472258188846;-1.4969028145999
5.72;-0.045201912003768004;-1.3863484626688982
5.7250000000000005;-0.05182198002644971;-1.259014760679457
5.73;-0.05776685279791775;-1.1165630437887266
5.735;-0.06296547532226415;-0.9608355914533999
5.74;-0.0673564073647584;-0.7938318682202974
5.745;-0.07088854513902619;-0.6176829008890121
5.75;-0.07352171550645545;-0.4346241802336135
5.755;-0.07522712141389105;-0.24696726230671354
5.76;-0.07598765475849881;-0.05707070463199786
5.765;-0.07579805632564969;0.13268955705292243
5.7700000000000005;-0.07466492806230907;0.3199498864172331
5.775;-0.072606597881991;0.5023883430833468
5.78;-0.06965283913061078;0.6777534231283036
5.785;-0.06584444853467632;0.8438917973258284
5.79;-0.061232688879320464;0.9987746955120553
5.795;-0.0558786033045998;1.1405226432539235
5.8;-0.04985221085229923;1.2674282204931324
5.805;-0.0432315949782983;1.3779765072497998
5.8100000000000005;-0.036101894353322;1.4708631544536774
5.815;-0.028554210255425153;1.5450096883612527
5.82;-0.02068444520686854;1.5995759287876632
5.825;-0.01259208653963739;1.6339694050698998
5.83;-0.004378951014179289;1.647851615096914
5.835;0.0038520940914927746;1.6411411257531145
5.84;0.011998417408708053;1.6140134319983805
5.845;0.019958901134882995;1.5668976249595847
5.8500000000000005;0.027635193977492905;1.5004699106313335
5.855;0.03493292431227538;1.4156440928094869
5.86;0.04176285811020527;1.3135591213717706
5.865;0.04804198787437749;1.1955638986877914
5.87;0.05369453907181285;1.0631995323182197
5.875;0.05865288183010156;0.9181792834788697
5.88;0.06285833732520694;0.7623664450963564
5.885;0.06626186885236289;0.5977504637717561
5.89;0.06882464973936607;0.4264215886155113
5.8950000000000005;0.07051850161613575;0.25054437743064717
5.9;0.07132619788780505;0.07233039811141731
5.905;0.07124162952042183;-0.10598953559918234
5.91;0.0702698316120088;-0.28219324357003184
5.915;0.0684268708351455;-0.4540948291162974
5.92;0.06573959610694997;-0.6195717491579433
5.925;0.062245255947451755;-0.7765909771654549
5.93;0.05799098793870364;-0.9232339340367961
5.9350000000000005;0.05303318733259592;-1.057719880132677
5.94;0.047436763138639024;-1.1784274874618716
5.945;0.04127429143864748;-1.2839143284100385
5.95;0.03462507690399702;-1.3729340488586332
5.955;0.02757413470561545;-1.4444510217117879
5.96;0.020211105812051395;-1.4976523079791284
5.965;0.012629119678229439;-1.5319567957897762
5.97;0.004923618076625916;-1.5470214012273749
5.9750000000000005;-0.002808844248152559;-1.5427442857501186
5.98;-0.010471807474307628;-1.519265044352592
5.985;-0.017970108084730218;-1.476961892607356
5.99;-0.02521105866821424;-1.4164458779609408
5.995;-0.032105592088096706;-1.3385522486783643
6.0;-0.03856935411616321;-1.2443290302863836
6.005;-0.044523734642947864;-1.1350230158184522
6.01;-0.04989682017492365;-1.0120633615783756
6.015000000000001;-0.054624260446662784;-0.8770429542806297
6.0200000000000005;-0.05865003441163456;-0.7316979176103146
6.025;-0.06192711916308358;-0.5778851041607589
6.03;-0.06441802461333392;-0.417558695174202
6.035;-0.06609522468117215;-0.2527452807561665
