Time;U_t;V_t
6.04;-0.06694145358864115;-0.08551829688035464
6.045;-0.06694987547217658;0.0820279517472934
6.05;-0.06612412466833217;0.24780460309113472
6.055;-0.06447821106062789;0.4097541048703165
6.0600000000000005;-0.0620363010029468;0.5658757936418951
6.065;-0.05883237026624194;0.7142505444132315
6.07;-0.05490973704507178;0.8530643085469893
6.075;-0.05032048131672653;0.9806302366336294
6.08;-0.04512475432985799;1.0954091894711238
6.085;-0.039389999250563856;1.1960281161661068
6.09;-0.03319006872946622;1.2812966422667929
6.095;-0.026604284657578508;1.3502208827342934
6.1000000000000005;-0.019716421736452182;1.4020150191264047
6.105;-0.012613644808176568;1.4361101866420765
6.11;-0.005385407671004926;1.4521606116435812
6.115;0.0018776736907897204;1.4500467890204458
6.12;0.009084952098917083;1.4298761066461898
6.125;0.016146880292563743;1.3919804512837934
6.13;0.0229761214146645;1.3369110660727626
6.135;0.02948862756981331;1.2654306924239653
6.140000000000001;0.03560467231232669;1.1785031411207656
6.1450000000000005;0.04124982402152707;1.0772803794004249
6.15;0.04635585094327063;0.9630873235348832
6.155;0.050861541664941605;0.8374045993372512
6.16;0.05471343707993328;0.7018493989874482
6.165;0.05786646399587982;0.5581546650685806
6.17;0.06028445762040657;0.40814700151110805
6.175;0.06194057152433009;0.2537235490428279
6.18;0.06281757162649905;0.09682798493324815
6.1850000000000005;0.06290800749617056;-0.060573896657123205
6.19;0.06221426236560679;-0.21651869085999614
6.195;0.060748478908012424;-0.36907001839778064
6.2;0.05853236439542492;-0.516342358828631
6.205;0.05559687772070741;-0.6565243849897674
6.21;0.051981802237581316;-0.7879011960334746
6.215;0.047735210603060796;-0.9088752395212467
6.22;0.042912830662332827;-1.0179856854433662
6.2250000000000005;0.0375773131701249;-1.1139260836405334
6.23;0.03179742392215755;-1.19555985863554
6.235;0.0256471572757544;-1.2619337271577027
6.24;0.019204795661929924;-1.312288921259226
6.245;0.012551905996462678;-1.3460694802345756
6.25;0.005772316822925386;-1.3629284818031946
6.255;-0.0010489389271839383;-1.3627313817446725
6.26;-0.007826688478937508;-1.3455567475473356
6.265000000000001;-0.014476681096550637;-1.3116943222038986
6.2700000000000005;-0.020916634000510977;-1.2616404578983786
6.275;-0.02706724876263388;-1.1960910311075192
6.28;-0.032853184866827104;-1.115931872523025
6.285;-0.038203982381462435;-1.0222268760209954
6.29;-0.043054916469781865;-0.9162039686365817
6.295;-0.04734777844229166;-0.7992390733580277
6.3;-0.051031573544746224;-0.6728383098813745
6.305;-0.054063123738097504;-0.5386185918505761
6.3100000000000005;-0.05640756857105089;-0.39828707827012827
6.315;-0.05803876477616114;-0.25361944094405625
6.32;-0.05893957122693919;-0.10643745654200451
6.325;-0.059102023483044164;0.04141387790872657
6.33;-0.05852739286051755;0.18808950503760338
6.335;-0.05722612739012848;0.33176721303746987
6.34;-0.05521768206694652;0.47067028665815097
6.345;-0.05253023589858282;0.6030894235855315
6.3500000000000005;-0.04920030183347808;0.7274037321208693
6.355;-0.04527223471688339;0.8421005317159743
6.36;-0.04079764332409337;0.9457937079535581
6.365;-0.03583471704656475;1.0372404605419168
6.37;-0.03044746754891795;1.1153560777964728
6.375;-0.02470490841297651;1.1792267902778013
6.38;-0.01868017236905541;1.2281203921728288
6.385;-0.012449581411219787;1.2614945440875853
6.390000000000001;-0.006091681661863869;1.2790026839500166
6.3950000000000005;0.00031374507205242505;1.2804974725660592
6.4;0.006686680840811298;1.2660317402659982
6.405;0.012947869643396084;1.235856934865497
6.41;0.01901980129638402;1.1904191030422089
6.415;0.02482766958528766;1.1303524627471906
6.42;0.030300292031827488;1.0564706637901473
6.425;0.035370981031622124;0.9697558375083641
6.43;0.039978350114529;0.8713457014598482
6.4350000000000005;0.044067067236933724;0.7625184806582146
6.44;0.04758850387382598;0.6446765660439525
6.445;0.050501316808562416;0.5193283851356887
6.45;0.05277193084324275;0.3880691611154507
6.455;0.054374922112078325;0.2525606461127799
6.46;0.05529329773806527;0.11451011524738561
6.465;0.05551867036106199;-0.024351106597953268
6.47;0.05505132481706813;-0.16228930701242408
6.4750000000000005;0.053900174853039974;-0.2975900336336484
6.48;0.052082616771169835;-0.428579351231314
6.485;0.049624261032339544;-0.5536444277612481
6.49;0.04655860256884042;-0.6712535414230302
6.495;0.042926545364263;-0.7799746343355844
6.5;0.0387758685345435;-0.8784928163605925
6.505;0.03416059982282918;-0.9656261542974142
6.51;0.029140314611782542;-1.040339844171871
6.515000000000001;0.02377936945443676;-1.1017584681922474
6.5200000000000005;0.018146075995755212;-1.1491761131781688
6.525;0.012311835040693875;-1.1820644623076668
6.53;0.006350232816710677;-1.200078593295341
6.535;0.00033611400393585445;-1.2030604447518036
6.54;-0.005655356619885602;-1.1910399269716467
6.545;-0.011549632024326004;-1.164233760816383
6.55;-0.017273708200047637;-1.123041897749702
6.555;-0.022757028018349407;-1.068041739148575
6.5600000000000005;-0.027932348471089437;-0.9999801508017732
6.565;-0.03273656396048511;-0.9197633947239603
6.57;-0.03711147193838528;-0.8284451800240076
6.575;-0.04100448382458045;-0.7272127429066888
6.58;-0.0443692453229702;-0.6173716002303377
6.585;-0.04716619125554804;-0.5003286852809998
6.59;-0.049363008301537496;-0.377574390685855
6.595;-0.05093500379654702;-0.25066360808704263
6.6000000000000005;-0.05186538017078777;-0.12119608020375072
6.605;-0.052145408825723216;0.009203734542275042
6.61;-0.05177450292569267;0.1389070112123763
6.615;-0.05076018429989246;0.2663008578955182
6.62;-0.04911796411305939;0.3898083578493333
6.625;-0.04687111075349073;0.5079080868756867
6.63;-0.04405031095053631;0.6191527482818936
6.635;-0.04069327019858479;0.7221869193941447
6.640000000000001;-0.036844207998061936;0.8157635222932125
6.6450000000000005;-0.03255327561482382;0.8987588899054054
6.65;-0.02787590534490647;0.9701861794356762
6.655;-0.022872097955457214;1.0292070961652953
6.66;-0.017605652839243056;1.0751416492556034
6.665;-0.012143357113946868;1.1074759320526615
6.67;-0.0065541400448445525;1.1258677753342232
6.675;-0.0009082046234476318;1.1301502442967952
6.68;0.004723852852411569;1.1203329498910393
6.6850000000000005;0.010271923982301348;1.0966011109783875
6.69;0.015667259448041492;1.0593125073300982
6.695;0.02084331958431854;1.0089922029078378
6.7;0.025736593995963404;0.9463253050995797
6.705;0.030287378495770265;0.8721476709113292
6.71;0.034440502861022834;0.7874348586302846
6.715;0.038145997141223485;0.6932893184772692
6.72;0.041359691773479236;0.5909261143466115
6.7250000000000005;0.044043741451459624;0.48165726729878966
6.73;0.046167068666408635;0.3668749838655819
6.735;0.04770572094368368;0.2480339520417232
6.74;0.0486431365972336;0.12663293348056098
6.745;0.04897031961407005;0.004195901404179997
6.75;0.048685915053821006;-0.11774706560164208
6.755;0.04779619634202005;-0.2376788697665462
6.76;0.04631495028540129;-0.3541142380490224
6.765000000000001;0.044263270882845644;-0.4656180903416316
6.7700000000000005;0.04166926620033771;-0.5708232027739868
6.775;0.03856767615076936;-0.6684469293962331
6.78;0.03499940778268554;-0.7573067936790805
6.785;0.031011000138003897;-0.8363347811035929
6.79;0.02665402036667263;-0.9045901456849899
6.795;0.021984397191919105;-0.9612705611719614
6.8;0.017061704851413808;-1.0057214872962033
6.805;0.01194840497610218;-1.0374436723946647
6.8100000000000005;0.0067090552750004966;-1.0560986910382342
6.815;0.0014094957383408567;-1.0615124240589433
6.82;-0.003883977145020708;-1.0536765023536685
6.825;-0.00910543861458887;-1.0327476835461422
6.83;-0.014190155286752064;-0.9990451426449447
6.835;-0.01907538625600705;-0.9530457783598597
6.84;-0.023701156158252766;-0.8953775782578096
6.845;-0.028010989794345596;-0.8268111029392377
6.8500000000000005;-0.031952600151640254;-0.7482492566046467
6.855;-0.035478521546029776;-0.6607154554353767
6.86;-0.03854667900076356;-0.5653403250805581
6.865;-0.04112088850417227;-0.46334714188190174
6.87;-0.04317128201977956;-0.35603618361810635
6.875;-0.04467465079657091;-0.2447681764458738
6.88;-0.045614704968108495;-0.13094707649295975
6.885;-0.04598224615909941;-0.016002386333988455
6.890000000000001;-0.04577524837541192;0.09862877149936086
6.8950000000000005;-0.044998853725309214;0.21151958639775342
6.9;-0.04366527741545032;0.32127129650908925
6.905;-0.04179362510912562;0.4265305216783039
6.91;-0.039409613473327616;0.5260058698456084
6.915;-0.03654523077329686;0.618483769774521
6.92;-0.03323830914867858;0.7028432563200259
6.925;-0.029532024388573098;0.778069517586694
6.93;-0.025474335143998432;0.8432660511024066
6.9350000000000005;-0.02111736497862017;0.8976653249986193
6.94;-0.016516733176244847;0.9406377485701819
6.945;-0.011730846810129814;0.9716989202962593
6.95;-0.00682016028769932;0.990514987274261
6.955;-0.001846413362265784;0.9969061694286973
6.96;0.0031281443187396642;0.9908482690229297
6.965;0.008041530600440093;0.9724723249988956
6.97;0.012832801866800577;0.9420622378537515
6.9750000000000005;0.01744280821868392;0.9000506020686462
6.98;0.02181492178199396;0.847012601656103
6.985;0.025895731702592035;0.7836582561848887
6.99;0.029635694305887746;0.7108229273929896
6.995;0.03298973430122408;0.6294563943170076
7.0;0.03591778504120613;0.5406104706644387
7.005;0.038385266918150376;0.4454254793282767
7.01;0.04036349203809584;0.34511562021637127
7.015000000000001;0.04182999712969054;0.24095353767422018
7.0200000000000005;0.0427687937919158;0.1342541837734174
7.025;0.04317054069372558;0.026358261253516382
7.03;0.0430326277119071;-0.08138460451833637
7.035;0.04235918065551315;-0.18763271326692066
7.04;0.0411609809393322;-0.2910689733263576
7.045;0.03945529949482174;-0.39041720820211323
7.05;0.03726565423364944;-0.48445789134346084
7.055;0.03462148258909907;-0.5720430304751096
7.0600000000000005;0.03155775699911595;-0.6521102023134977
7.065;0.02811452123517322;-0.7236953879356445
7.07;0.024336368142436907;-0.7859445494833747
7.075;0.020271864601292534;-0.838123778358536
7.08;0.015972928433271333;-0.8796278970319579
7.085;0.011494166727780586;-0.9099874435944332
7.09;0.006892183132340341;-0.9288738884480033
7.095;0.0022248641466937;-0.9361031225046077
7.1000000000000005;-0.002449348088416057;-0.9316370934592089
7.105;-0.007072186292424922;-0.9155836246251521
7.11;-0.01158628332224387;-0.8881944419137353
7.115;-0.015935882742043266;-0.8498613654948401
7.12;-0.020067526513007302;-0.801110829591986
7.125;-0.023930710640883337;-0.7425967065948211
7.13;-0.02747850108347521;-0.6750915929432908
7.135;-0.030668103131436048;-0.5994766679810507
7.140000000000001;-0.03346137529159059;-0.5167302084264253
7.1450000000000005;-0.03582528457821374;-0.42791498700844205
7.15;-0.037732294667069635;-0.33416464064238766
7.155;-0.03916068453953176;-0.23666923516517885
7.16;-0.0400947937311459;-0.1366601893043325
7.165;-0.04052518935703279;-0.03539474102226901
7.17;-0.0404487562125419;0.06585982547100558
7.175;-0.039868707621949474;0.16584201530166237
7.18;-0.03879451925317536;0.26331181297446793
7.1850000000000005;-0.037241779475500704;0.35706604040663215
7.19;-0.035231968821252235;0.4459531855370779
7.195;-0.032792168872246244;0.5288875273310409
7.2;-0.02995469560216781;0.604862337113458
7.205;-0.026756674756079884;0.6729620876425352
7.21;-0.023239559968696113;0.73237345883919
7.215;-0.01944859521646459;0.782395004745153
7.22;-0.0154322344495866;0.8224454056865815
7.2250000000000005;-0.011241523657613672;0.8520701591537206
7.23;-0.00692945339361423;0.8709466893340764
7.235;-0.0025502896954932457;0.8788877749002002
7.24;0.0018411076063228138;0.875843268557664
7.245;0.006189971023006137;0.8619001262350695
7.25;0.010442307437694073;0.8372806986073325
7.255;0.014545567209831467;0.80233935720837
7.26;0.018449292685757568;0.7575575040758304
7.265000000000001;0.022105737276418232;0.703536988624807
7.2700000000000005;0.025470448304211513;0.6409920813100917
7.275;0.028502806401506167;0.5707400771488017
7.28;0.031166513993852632;0.4936906404577672
7.285;0.033430028726197325;0.4108340713670327
7.29;0.0352669350411755;0.32322860154682975
7.295;0.03665625015914988;0.23198690546275497
7.3;0.037582661900423205;0.13826200033059716
7.305;0.03803669320257741;0.04323269360384391
7.3100000000000005;0.03801479477823562;-0.051911213424815285
7.315;0.03751936381633863;-0.14598379827999458
7.32;0.036558686023072336;-0.23781778002758056
7.325;0.03514680637324398;-0.32627897798669825
7.33;0.03330332924523809;-0.4102802982968687
7.335;0.03105314834613148;-0.4887950571781327
7.34;0.02842611405499679;-0.5608695173318115
7.345;0.02545663810956839;-0.6256344276133995
7.3500000000000005;0.022183246011112677;-0.682315499328464
7.355;0.018648077057986143;-0.7302426006873105
7.36;0.014896344700351396;-0.7688576764805478
7.365;0.010975758260123017;-0.797721158025558
7.37;0.006935918408620502;-0.8165169575356611
7.375;0.0028276899494788675;-0.8250558111434536
7.38;-0.0012974370389506155;-0.823277121563227
7.385;-0.005387991905212454;-0.8112490862859474
7.390000000000001;-0.009393164415852405;-0.7891672809980993
7.3950000000000005;-0.013263434680789032;-0.7573516932662666
7.4;-0.016951184532222576;-0.7162421503424892
7.405;-0.020411282354953948;-0.6663923084720442
7.41;-0.023601634298901723;-0.6084622552278366
7.415;-0.026483695109419503;-0.5432098024012078
7.42;-0.02902293250215389;-0.4714806107518679
7.425;-0.031189239555525564;-0.394197261667342
7.43;-0.03295729014378869;-0.3123474207916036
7.4350000000000005;-0.034306833071397966;-0.22697124065865376
7.44;-0.035222921455808895;-0.1391481657151675
7.445;-0.035696075396667616;-0.04998331053469536
7.45;-0.035722377129970576;0.03940641805543739
7.455;-0.03530349250933461;0.127906300072236
7.46;-0.03444662657179443;0.21441767470971942
7.465;-0.03316440867423082;0.2978715512490184
7.47;-0.03147471433235663;0.37724182153513114
7.4750000000000005;-0.029400414806343648;0.45155784086639833
7.48;-0.02696906805105597;0.5199162374132393
7.485;-0.024212559963930423;0.5814919102496665
7.49;-0.02116668549603513;0.6355479538749681
7.495;-0.017870684291589087;0.6814444271949318
7.5;-0.01436673789605488;0.7186459161757401
7.505;-0.010699430178642964;0.7467277169608723
7.51;-0.006915181517313166;0.7653806553994355
7.515000000000001;-0.0030616620025002666;0.7744144019778425
7.5200000000000005;0.0008128078150646666;0.7737593285499186
7.525;0.004659862086452013;0.7634668325703116
7.53;0.008431692313720778;0.7437081471701776
7.535;0.01208164051223898;0.7147716954658837
7.54;0.01556477536883928;0.6770589464436748
7.545;0.018838444608367703;0.6310789340482548
7.55;0.021862795859898036;0.5774414153143343
7.555;0.024601260915785104;0.5168488356477093
7.5600000000000005;0.02702099674755;0.45008716115325237
7.565;0.02909327763526315;0.37801570660866984
7.57;0.03079383550497242;0.3015561153435072
7.575;0.03210314138953159;0.2216805830888094
7.58;0.033006628560822614;0.1393995321039549
7.585;0.03349485112871688;0.055748843504295036
7.59;0.03356357924111703;-0.028223158111269155
7.595;0.033213826999132036;-0.1114688196061254
7.6000000000000005;0.0324518185099359;-0.19295420560437496
7.605;0.03128889193754114;-0.27167194254339605
7.61;0.029741324640865468;-0.3466536327842331
7.615;0.027830112256170384;-0.4169817418299683
7.62;0.025580689396173275;-0.4818008012228865
7.625;0.023022592202384184;-0.5403278165771189
7.63;0.02018906921514812;-0.5918616735714632
7.635;0.017116652814172816;-0.6357915291342188
7.640000000000001;0.013844687919009797;-0.6716039674679054
7.6450000000000005;0.010414830739660852;-0.6988890184013206
7.65;0.0068705188611761;-0.7173447891297019
7.655;0.0032564218593798327;-0.7267807307486569
7.66;-0.00038212042189274915;-0.7271195312831176
7.665;-0.003999665921903751;-0.7183975628525497
7.67;-0.00755123695576843;-0.7007639215911822
7.675;-0.010992878529288137;-0.6744780751012966
7.68;-0.014282201409544249;-0.6399061293823686
7.6850000000000005;-0.01737890321792105;-0.597515792100665
7.69;-0.02024526135675035;-0.547870097467507
7.695;-0.022846591446297148;-0.49161996191344504
7.7;-0.025151665798362623;-0.42949568063421717
7.705;-0.02713308718974395;-0.3622974783221851
7.71;-0.028767613175751765;-0.29088522639923486
7.715;-0.030036426892080498;-0.21616746057630687
7.72;-0.030925351709396236;-0.1390898460784788
7.7250000000000005;-0.031425007539072326;-0.06062323159827972
7.73;-0.031530906101606776;0.018248559246146084
7.735;-0.031243485515785985;0.09654104455363477
7.74;-0.030568080973147532;0.17328135326322516
7.745;-0.02951483841192445;0.24752029056451505
7.75;-0.028098567235861443;0.3183440677857169
7.755;-0.02633853440866445;0.3848855389778184
7.76;-0.02425820095920521;0.4463347622124653
7.765000000000001;-0.021884914570194484;0.5019488490511269
7.7700000000000005;-0.01924955213201487;0.5510609413635897
7.775;-0.016386117151584043;0.5930881610567579
7.78;-0.013331302985865039;0.6275384968123817
7.785;-0.010124024075240538;0.6540165426607025
7.79;-0.006804920457612603;0.6722279744329992
7.795;-0.0034158442296304825;0.6819827881632172
7.8;6.675614844010597e-07;0.6831971762489487
7.805000000000001;0.0034019257892265314;0.6758941236782182
7.8100000000000005;0.006745621972065633;0.6602026219833863
7.815;0.00999035346877658;0.6363556066447512
7.82;0.013096135396050994;0.6046865815081843
7.825;0.016024892476586113;0.5656250156883031
7.83;0.018740925060633365;0.5196905724828749
7.835;0.021211342857559736;0.4674862170199339
7.84;0.023406462872070176;0.40969035189600417
7.845;0.025300164106516997;0.34704800797128454
7.8500000000000005;0.026870197931869816;0.2803612821714825
7.855;0.028098447250982077;0.2104790760292084
7.86;0.02897113439329074;0.13828631942300684
7.865;0.029478973051516134;0.06469277918403817
7.87;0.02961726340273728;-0.009378385140245311
7.875;0.029385931732450583;-0.08300217865918749
7.88;0.02878951022093628;-0.15526330951504067
7.885;0.027837058385701403;-0.22526754844637734
7.890000000000001;0.026542031971259372;-0.29215277924874544
7.8950000000000005;0.02492209425419356;-0.3550995866559936
7.9;0.022998878146345433;-0.4133412844543962
7.905;0.020797698697173614;-0.4661732326773256
7.91;0.018347220598451883;-0.5129613250799887
7.915;0.015679087390006542;-0.5531496004970212
7.92;0.012827513193840893;-0.586266813508033
7.925;0.009828844145328112;-0.6119318968268299
7.930000000000001;0.00672109700312146;-0.6298583300582974
7.9350000000000005;0.003543478496823675;-0.6398573020045714
7.94;0.00033589057973261905;-0.6418396096426902
7.945;-0.0028615694134458635;-0.6358163246321431
7.95;-0.0060091090785888155;-0.6218982133217528
7.955;-0.009067735689053221;-0.6002939143131015
7.96;-0.011999738253191164;-0.5713068935575542
7.965;-0.014769151604513708;-0.5353312447765689
7.97;-0.017342196912679336;-0.4928463800147027
7.9750000000000005;-0.019687692557598342;-0.44441066689885445
7.98;-0.02177743106234715;-0.39065412348038897
7.985;-0.023586517488942423;-0.33227025278574984
7.99;-0.0250936645542626;-0.27000711297856417
7.995;-0.02628144178425982;-0.20465775622622462
8.0;-0.027136475718231697;-0.13705014931508314
8.005;-0.02764959812319361;-0.06803669883534758
8.01;-0.027815940774027693;0.001516477595823372
8.015;-0.027634979242225632;0.07074039874126471
8.02;-0.027110518084107943;0.13877406145001672
8.025;-0.026250624428551816;0.20477513731313238
8.03;-0.025067508687243476;0.2679303838724318
8.035;-0.023577353334317964;0.32746564087692887
8.040000000000001;-0.02180009490224561;0.3826553084155586
8.045;-0.019759157354151256;0.4328311604863932
8.05;-0.01748114552047401;0.47739042357744943
8.055;-0.014995499511921171;0.515802997442482
8.06;-0.012334114624551912;0.547617720471221
8.065;-0.009530934028225928;0.5724676697741848
8.07;-0.006621514813173403;0.5900742970298127
8.075;-0.0036425798075483146;0.6002505606112967
8.08;-0.0006315541967788172;0.6029028341438891
8.085;0.002373904245189236;0.5980316425809213
8.09;0.0053363750108749095;0.5857312472312082
8.095;0.008219140185667332;0.5661880536464192
8.1;0.010986638773792948;0.5396778695742627
8.105;0.013604904517832056;0.5065620747522623
8.11;0.016041982143139843;0.4672827409315987
8.115;0.01826831632510547;0.42235675498527947
8.120000000000001;0.02025710924141272;0.3723690495819709
8.125;0.021984642377145185;0.31796501550433776
8.13;0.023430557978158253;0.2598421838365433
8.135;0.02457809777760681;0.19874130621501604
8.14;0.025414295921117807;0.13543693437853105
8.145;0.025930122999251296;0.07072761446384665
8.15;0.026120582135216862;0.005425838802474811
8.155;0.025984752370623088;-0.0596521452706081
8.16;0.025525781798083475;-0.12369652265440334
8.165000000000001;0.02475082947196074;-0.18591396226404322
8.17;0.023670961478674743;-0.24553743993544652
8.175;0.022300994951628374;-0.3018356928510576
8.18;0.02065929191305063;-0.3541221331698948
8.185;0.01876751788561686;-0.4017632128533982
8.19;0.016650358866927745;-0.44418609307942425
8.195;0.014335198847007825;-0.48088551593320467
8.2;0.011851765724961882;-0.5114297732378562
8.205;0.00923175190636678;-0.5354657798139948
8.21;0.006508409852455043;-0.5527231065478273
8.215;0.003716131054197461;-0.5630169949922483
8.22;0.000890012360567671;-0.5662502607246317
8.225;-0.00193458427208118;-0.5624141298297417
8.23;-0.004722473729679464;-0.5515879394270837
8.235;-0.00743908527928722;-0.5339377673815557
8.24;-0.010050890339654112;-0.5097139671766417
8.245000000000001;-0.012525815815211757;-0.47924768020228437
8.25;-0.014833637157963202;-0.4429463437719949
8.255;-0.01694634662772473;-0.4012882775061545
8.26;-0.018838492409429336;-0.3548164069235634
8.265;-0.020487484221624646;-0.30413120947108735
8.27;-0.021873862193910104;-0.24988297925044825
8.275;-0.022981525024475962;-0.19276349838853524
8.28;-0.02379791607458115;-0.13349723802761707
8.285;-0.02431416336610539;-0.07283218085957557
8.290000000000001;-0.024525174476242417;-0.011530401874223916
8.295;-0.024429681231839112;0.04964149251328869
8.3;-0.02403024142616656;0.10992192979632874
8.305;-0.02333318897188566;0.16856384504939803
8.31;-0.02234853669423604;0.22484392614758852
8.315;-0.021089835139962508;0.27807150988952706
8.32;-0.01957399042239409;0.3275970597054623
8.325;-0.01782103647824412;0.37282006086374647
8.33;-0.0158538702550132;0.4131962603848878
8.335;-0.0136979568792778;0.4482442349918748
8.34;-0.01138099955449456;0.4775510980667385
8.345;-0.008932583902126609;0.500777327809422
8.35;-0.006383801637874037;0.5176606818233629
8.355;-0.0037668561571261696;0.5280191075899937
8.36;-0.0011146564459503347;0.5317526700366967
8.365;0.0015395962051816788;0.5288444080873203
8.370000000000001;0.004162823063010882;0.5193601983164751
8.375;0.006722479448283607;0.5034475444123205
8.38;0.009186958003695291;0.4813333921353618
8.385;0.011525978234978008;0.45332093459700934
8.39;0.013710957862238998;0.4197855019188548
8.395;0.015715361405651745;0.38116956146747616
8.4;0.017515021447237288;0.3379769007989131
8.405;0.019088429614244236;0.2907660877280455
8.41;0.02041699204070661;0.24014325320287255
8.415000000000001;0.021485248792024403;0.18675434052723233
8.42;0.022281051689611836;0.13127686838111674
8.425;0.02279570162181589;0.0744113573313142
8.43;0.02302404054597113;0.01687249283594175
8.435;0.022964501684881542;-0.04061983439297772
8.44;0.02261911123331085;-0.09734952782220962
8.445;0.021993448269724183;-0.15261319072768412
8.45;0.021096558456868145;-0.2057288287973626
8.455;0.01994082651202778;-0.2560442528403391
8.46;0.018541807074451334;-0.30294507564861817
8.465;0.016918015946021544;-0.34586218750745357
8.47;0.01509068739480814;-0.38427866081423717
8.475;0.013083496369993296;-0.41773594013929394
8.48;0.010922253304067368;-0.4458393077620856
8.485;0.008634572858716086;-0.46826251487394016
8.49;0.006249521532020552;-0.4847515281350743
8.495000000000001;0.0037972495566265057;-0.49512739696298813
8.5;0.0013086099172025447;-0.49928811856903405
8.505;-0.0011852288459051111;-0.49720959155384953
8.51;-0.0036531725445577675;-0.4889455556079825
8.515;-0.0060645883373466655;-0.47462656856555185
8.52;-0.008389684462258074;-0.4544580591511761
8.525;-0.010599877352020188;-0.42871740195741226
8.53;-0.012668142818315955;-0.39775017321313694
8.535;-0.014569345450489116;-0.3619655187947882
8.540000000000001;-0.016280543322369893;-0.3218307765443477
8.545;-0.01778126452324737;-0.277865405893263
8.55;-0.01905375030014106;-0.2306342635076934
8.555;-0.02008316532315235;-0.18074038399572684
8.56;-0.02085776858169775;-0.1288172812021302
8.565;-0.021369046136937155;-0.07552092457165249
8.57;-0.021611803228867885;-0.021521468152071302
8.575000000000001;-0.021584212825903563;0.03250516663831492
8.58;-0.02128782444118643;0.08588573227010171
8.585;-0.020727530995120008;0.13795803510766178
8.59;-0.019911491683707788;0.18807913515398822
8.595;-0.018851015887488855;0.2356332878724785
8.6;-0.017560405925274265;0.2800394645527455
8.605;-0.01605676764603862;0.32075844678672905
8.61;-0.014359786077111721;0.3572993671443023
8.615;-0.012491466977821625;0.3892256045429958
8.620000000000001;-0.01047585216196285;0.41615997497631424
8.625;-0.008338711823195896;0.43778917911463167
8.63;-0.006107215031767085;0.45386740452987584
8.635;-0.003809585350043324;0.4642191069255344
8.64;-0.001474744196307914;0.4687408595648433
8.645;0.0008680522933754093;0.46740234749290865
8.65;0.003189579493411933;0.4602463897430356
8.655;0.005461008175381343;0.4473881085093382
8.66;0.007654261884117635;0.4290131473513658
8.665000000000001;0.009742363509824298;0.4053750607633595
8.67;0.011699766389093253;0.37679184338467886
8.675;0.013502666209544857;0.3436416814585057
8.68;0.015129289966447248;0.3063579776792444
8.685;0.016560157841771606;0.2654236953057385
8.69;0.01777831619440503;0.22136513207357306
8.695;0.018769536799459842;0.1747451561516954
8.700000000000001;0.019522482852823986;0.12615604338075098
8.705;0.020028836265778668;0.07621195490420828
8.71;0.02028338899383063;0.02554119729543226
8.715;0.020284092529780962;-0.025221675332122502
8.72;0.020032069998364644;-0.07544378935913823
8.725;0.019531589771949343;-0.12450183251875993
8.73;0.01878999703143581;-0.17178977374370744
8.735;0.017817608604269647;-0.2167263620766358
8.74;0.016627568282561397;-0.25876221589311094
8.745000000000001;0.015235673278202681;-0.2973865487349633
8.75;0.013660166327789778;-0.33213335784499076
8.755;0.011921496515614744;-0.3625870368831469
8.76;0.010042053757914787;-0.3883873111886162
8.765;0.008045882588767173;-0.4092335028899411
8.77;0.005958374319087478;-0.42488798767811486
8.775;0.0038059450611367977;-0.4351788961252148
8.78;0.0016157018021411376;-0.4400019442338724
8.785;-0.000584898237235178;-0.43932143974855886
8.790000000000001;-0.0027683913282701414;-0.43317042182553905
8.795;-0.0049076494374095374;-0.42164993341036006
8.8;-0.006976216751283027;-0.4049274745749971
8.805;-0.008948636133439972;-0.38323459875794713
8.81;-0.010800762161407546;-0.35686376524792623
8.815;-0.012510055624220928;-0.3261643990391835
8.82;-0.014055857771464716;-0.291538306862248
8.825000000000001;-0.015419638707262665;-0.25343441774271075
8.83;-0.01658521923179707;-0.2123429921216588
8.835;-0.0175389616926822;-0.1687893237340754
8.84;-0.01826992849283242;-0.12332703826708942
8.845;-0.018770006686536746;-0.07653107327747415
8.85;-0.019033995806462038;-0.028990414430357055
8.855;-0.01905966049191758;0.018699300304456233
8.86;-0.018847742853425786;0.06594323275838936
8.865;-0.018401943595370843;0.112154752629715
8.870000000000001;-0.017728861816696466;0.15676270166281112
8.875;-0.01683789926071826;0.19921846942819535
8.88;-0.01574112893128944;0.23900271553809674
8.885;-0.014453131866630718;0.2756316732651043
8.89;-0.012990808980594692;0.3086630586841939
8.895;-0.011373157621618023;0.3377013817802538
8.9;-0.009621025364444891;0.3624026738689509
8.905;-0.007756842122531917;0.382478529419279
8.91;-0.0058043340295934505;0.39769945957889924
8.915000000000001;-0.003788221803629416;0.407897493640761
8.92;-0.001733908091735978;0.4129679807104973
8.925;0.0003328416713591131;0.41287063427450427
8.93;0.0023862221400586174;0.40762972000123215
8.935;0.0044007096995079585;0.3973334925278614
8.94;0.006351379196023767;0.38213279037429493
8.945;0.008214211778457289;0.3622388838134916
8.950000000000001;0.009966390244954973;0.33792057935394676
8.955;0.01158657766305395;0.30950059890874404
8.96;0.013055177103712182;0.2773513382564341
8.965;0.014354567340395589;0.24188998406673223
8.97;0.015469314359732221;0.2035731361664589
8.975;0.01638635329911138;0.16289092927232796
8.98;0.017095140820246813;0.12036078115072858
8.985;0.01758777551406098;0.07652082691550394
8.99;0.017859083870312504;0.03192311624446235
8.995000000000001;0.017906673542688708;-0.012873320976855738
